address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
"AMHERST, SANDY LANE, KINGSWOOD, TADWORTH, KT20 6NQ",AMHERST,,SANDY LANE,KINGSWOOD,TADWORTH,KT20 6NQ,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3450000,2021-12-09,reigate-banstead,A
"BOURNE HOUSE, 7, WATERFALL CLOSE, VIRGINIA WATER, GU25 4QD","BOURNE HOUSE, 7",,WATERFALL CLOSE,,VIRGINIA WATER,GU25 4QD,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:waterfall-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4000000,2021-12-07,runnymede-wentworth,A
"WESTBROOK MANOR, WEST DRIVE, VIRGINIA WATER, GU25 4ND",WESTBROOK MANOR,,WEST DRIVE,,VIRGINIA WATER,GU25 4ND,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:west-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,10000000,2021-12-06,runnymede-wentworth,A
"WESTBROOK HOUSE, WESTBROOK HILL, ELSTEAD, GODALMING, GU8 6LJ",WESTBROOK HOUSE,,WESTBROOK HILL,ELSTEAD,GODALMING,GU8 6LJ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,24600000,2021-12-03,waverley-south-surrey,A
"WEST WING, KNOWLE GREEN, STAINES-UPON-THAMES, TW18 1XB",WEST WING,,KNOWLE GREEN,,STAINES-UPON-THAMES,TW18 1XB,Spelthorne,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5986890,2021-12-03,spelthorne,B
"30, PALACE ROAD, EAST MOLESEY, KT8 9DL",30,,PALACE ROAD,,EAST MOLESEY,KT8 9DL,Elmbridge,Semi Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3150000,2021-12-03,elmbridge-prime,A
"GUILDFORD HOUSE, CASTLE HILL, FARNHAM, GU9 7JG",GUILDFORD HOUSE,,CASTLE HILL,,FARNHAM,GU9 7JG,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2021-11-29,waverley-south-surrey,A
"LETHERADE, CHERKLEY HILL, LEATHERHEAD, KT22 8LA",LETHERADE,,CHERKLEY HILL,,LEATHERHEAD,KT22 8LA,Mole Valley,Detached,givons-grove,Givons Grove Estate,A,traditional_private_estate,pe:givons-grove:cherkley-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3693000,2021-11-24,mole-valley,A
"TINTERN COURT, CAVENDISH ROAD, WEYBRIDGE, KT13 0JX",TINTERN COURT,,CAVENDISH ROAD,,WEYBRIDGE,KT13 0JX,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:cavendish-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4100000,2021-11-22,elmbridge-prime,A
"OAK BARN, 65, LEIGH HILL ROAD, COBHAM, KT11 2HY","OAK BARN, 65",,LEIGH HILL ROAD,,COBHAM,KT11 2HY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3700000,2021-11-17,elmbridge-prime,A
"GROSVENOR, EAST ROAD, WEYBRIDGE, KT13 0LF",GROSVENOR,,EAST ROAD,,WEYBRIDGE,KT13 0LF,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:east-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,14327125,2021-11-12,elmbridge-prime,A
"35, ICKLINGHAM ROAD, COBHAM, KT11 2NH",35,,ICKLINGHAM ROAD,,COBHAM,KT11 2NH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4215000,2021-11-12,elmbridge-prime,A
"HUNTERS MOON, HEATHER CLOSE, KINGSWOOD, TADWORTH, KT20 6NY",HUNTERS MOON,,HEATHER CLOSE,KINGSWOOD,TADWORTH,KT20 6NY,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2021-11-12,reigate-banstead,A
"6, LEYS ROAD, OXSHOTT, LEATHERHEAD, KT22 0QE",6,,LEYS ROAD,OXSHOTT,LEATHERHEAD,KT22 0QE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3525000,2021-11-11,elmbridge-prime,A
"15, PATMORE LANE, HERSHAM, WALTON-ON-THAMES, KT12 5DX",15,,PATMORE LANE,HERSHAM,WALTON-ON-THAMES,KT12 5DX,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:patmore-lane:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3150000,2021-11-10,elmbridge-prime,A
"5, KING JOHN SQUARE, ENGLEFIELD GREEN, EGHAM, TW20 0GS",5,,KING JOHN SQUARE,ENGLEFIELD GREEN,EGHAM,TW20 0GS,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4495000,2021-11-09,runnymede-wentworth,A
"WOODLANDS HOUSE, WESTWOOD ROAD, WINDLESHAM, GU20 6LX",WOODLANDS HOUSE,,WESTWOOD ROAD,,WINDLESHAM,GU20 6LX,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,8000000,2021-11-05,surrey-heath,A
"CHEDWORTH, YAFFLE ROAD, WEYBRIDGE, KT13 0QF",CHEDWORTH,,YAFFLE ROAD,,WEYBRIDGE,KT13 0QF,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:yaffle-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6235000,2021-11-05,elmbridge-prime,A
"EARLSWOOD HOUSE, 27, ABBOTS DRIVE, VIRGINIA WATER, GU25 4SE","EARLSWOOD HOUSE, 27",,ABBOTS DRIVE,,VIRGINIA WATER,GU25 4SE,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:abbots-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3900000,2021-11-01,runnymede-wentworth,A
"WALDENHURST, SOUTH ROAD, ST GEORGES HILL, WEYBRIDGE, KT13 0NA",WALDENHURST,,SOUTH ROAD,ST GEORGES HILL,WEYBRIDGE,KT13 0NA,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5100000,2021-10-29,elmbridge-prime,A
"14, ERISWELL CRESCENT, HERSHAM, WALTON-ON-THAMES, KT12 5DS",14,,ERISWELL CRESCENT,HERSHAM,WALTON-ON-THAMES,KT12 5DS,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-crescent:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3712881,2021-10-29,elmbridge-prime,A
"HATTON END, HATTON HILL, WINDLESHAM, GU20 6AD",HATTON END,,HATTON HILL,,WINDLESHAM,GU20 6AD,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3300000,2021-10-29,surrey-heath,A
"BEECH HOUSE, HOOK HEATH ROAD, WOKING, GU22 0QD",BEECH HOUSE,,HOOK HEATH ROAD,,WOKING,GU22 0QD,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2021-10-28,woking-district,A
"BLU LOTUS, 27, BROADWATER CLOSE, HERSHAM, WALTON-ON-THAMES, KT12 5DD","BLU LOTUS, 27",,BROADWATER CLOSE,HERSHAM,WALTON-ON-THAMES,KT12 5DD,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:broadwater-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4400000,2021-10-26,elmbridge-prime,A
"13, ASHLEY DRIVE, WALTON-ON-THAMES, KT12 1JL",13,,ASHLEY DRIVE,,WALTON-ON-THAMES,KT12 1JL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4115000,2021-10-26,elmbridge-prime,A
"MANOR HEATH, KNOWL HILL, WOKING, GU22 7HL",MANOR HEATH,,KNOWL HILL,,WOKING,GU22 7HL,Woking,Detached,hockering-estate,Hockering Estate,A,traditional_private_estate,pe:hockering-estate:knowl-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3540000,2021-10-25,woking-district,A
"12, FURZE FIELD, OXSHOTT, LEATHERHEAD, KT22 0UR",12,,FURZE FIELD,OXSHOTT,LEATHERHEAD,KT22 0UR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5370000,2021-10-20,elmbridge-prime,A
"MILTON HOUSE, SCHOOL ROAD, WINDLESHAM, GU20 6PB",MILTON HOUSE,,SCHOOL ROAD,,WINDLESHAM,GU20 6PB,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4100000,2021-10-19,surrey-heath,A
"ROURYGLEN, SOUTH ROAD, ST GEORGES HILL, WEYBRIDGE, KT13 0NA",ROURYGLEN,,SOUTH ROAD,ST GEORGES HILL,WEYBRIDGE,KT13 0NA,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3995000,2021-10-19,elmbridge-prime,A
"THE PINES, FARM LANE, ASHTEAD, KT21 1LU",THE PINES,,FARM LANE,,ASHTEAD,KT21 1LU,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2021-10-18,mole-valley,A
"KINGSMEAD, 17, ERISWELL ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DJ","KINGSMEAD, 17",,ERISWELL ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DJ,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4750000,2021-10-15,elmbridge-prime,A
"ST ANDREWS, GORSE HILL ROAD, VIRGINIA WATER, GU25 4AU",ST ANDREWS,,GORSE HILL ROAD,,VIRGINIA WATER,GU25 4AU,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2021-10-15,runnymede-wentworth,B
"BRACKEN HOUSE, WOODLANDS ROAD WEST, VIRGINIA WATER, GU25 4PL",BRACKEN HOUSE,,WOODLANDS ROAD WEST,,VIRGINIA WATER,GU25 4PL,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:woodlands-road-west:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5750000,2021-10-11,runnymede-wentworth,A
"5, THE QUILLOT, HERSHAM, WALTON-ON-THAMES, KT12 5BY",5,,THE QUILLOT,HERSHAM,WALTON-ON-THAMES,KT12 5BY,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:the-quillot:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4400000,2021-10-11,elmbridge-prime,A
"WOODSHORE HOUSE, EAST DRIVE, VIRGINIA WATER, GU25 4JT",WOODSHORE HOUSE,,EAST DRIVE,,VIRGINIA WATER,GU25 4JT,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:east-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,13950000,2021-09-30,runnymede-wentworth,A
"18, FORT ROAD, GUILDFORD, GU1 3TD",18,,FORT ROAD,,GUILDFORD,GU1 3TD,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4695000,2021-09-30,guildford-district,A
"7, UPPER GUILDOWN ROAD, GUILDFORD, GU2 4EZ",7,,UPPER GUILDOWN ROAD,,GUILDFORD,GU2 4EZ,Guildford,Semi Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3080000,2021-09-30,guildford-district,A
"11, KING JOHN SQUARE, ENGLEFIELD GREEN, EGHAM, TW20 0GS",11,,KING JOHN SQUARE,ENGLEFIELD GREEN,EGHAM,TW20 0GS,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3237500,2021-09-28,runnymede-wentworth,A
"12, LEYS ROAD, OXSHOTT, LEATHERHEAD, KT22 0QE",12,,LEYS ROAD,OXSHOTT,LEATHERHEAD,KT22 0QE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5000000,2021-09-24,elmbridge-prime,B
"WILLOW MEAD, HARDWICK CLOSE, OXSHOTT, LEATHERHEAD, KT22 0HZ",WILLOW MEAD,,HARDWICK CLOSE,OXSHOTT,LEATHERHEAD,KT22 0HZ,Elmbridge,Detached,knott-park,Knott Park,A,traditional_private_estate,pe:knott-park:hardwick-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3995000,2021-09-24,elmbridge-prime,A
"DEERS HILL, SUTTON LANE, ABINGER HAMMER, DORKING, RH5 6PS",DEERS HILL,,SUTTON LANE,ABINGER HAMMER,DORKING,RH5 6PS,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2021-09-24,mole-valley,A
"MAYBURY HOUSE, COBBETTS HILL, WEYBRIDGE, KT13 0UA",MAYBURY HOUSE,,COBBETTS HILL,,WEYBRIDGE,KT13 0UA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2021-09-24,elmbridge-prime,A
"FIELD HOUSE, HAMBLEDON ROAD, BUSBRIDGE, GODALMING, GU8 4AY",FIELD HOUSE,,HAMBLEDON ROAD,BUSBRIDGE,GODALMING,GU8 4AY,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2021-09-24,waverley-south-surrey,A
"13, MONKS WELL, FARNHAM, GU10 1RH",13,,MONKS WELL,,FARNHAM,GU10 1RH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2021-09-24,waverley-south-surrey,A
"26, ICKLINGHAM ROAD, COBHAM, KT11 2NH",26,,ICKLINGHAM ROAD,,COBHAM,KT11 2NH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3650000,2021-09-23,elmbridge-prime,A
"SHELLWOOD MANOR, SHELLWOOD ROAD, LEIGH, REIGATE, RH2 8NX",SHELLWOOD MANOR,,SHELLWOOD ROAD,LEIGH,REIGATE,RH2 8NX,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3310000,2021-09-23,mole-valley,A
"16, ERISWELL ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DH",16,,ERISWELL ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DH,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:eriswell-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4820000,2021-09-20,elmbridge-prime,A
"REDWOOD, HIGH STREET GREEN, CHIDDINGFOLD, GODALMING, GU8 4XY",REDWOOD,,HIGH STREET GREEN,CHIDDINGFOLD,GODALMING,GU8 4XY,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3650000,2021-09-16,waverley-south-surrey,A
"SILVER BIRCHES, WEST DRIVE, VIRGINIA WATER, GU25 4NE",SILVER BIRCHES,,WEST DRIVE,,VIRGINIA WATER,GU25 4NE,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:west-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6650000,2021-09-15,runnymede-wentworth,A
"39, PALACE ROAD, EAST MOLESEY, KT8 9DJ",39,,PALACE ROAD,,EAST MOLESEY,KT8 9DJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4129500,2021-09-14,elmbridge-prime,A
"WYCHWOOD HOUSE, QUEENS DRIVE, OXSHOTT, LEATHERHEAD, KT22 0PH",WYCHWOOD HOUSE,,QUEENS DRIVE,OXSHOTT,LEATHERHEAD,KT22 0PH,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5900000,2021-09-10,elmbridge-prime,A
"FIELDMOOR, GORSE HILL ROAD, VIRGINIA WATER, GU25 4AS",FIELDMOOR,,GORSE HILL ROAD,,VIRGINIA WATER,GU25 4AS,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2021-09-10,runnymede-wentworth,A
"SILVERWOOD, WAVERLEY DRIVE, VIRGINIA WATER, GU25 4PZ",SILVERWOOD,,WAVERLEY DRIVE,,VIRGINIA WATER,GU25 4PZ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:waverley-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3875000,2021-09-10,runnymede-wentworth,A
"37, FAIRWAY, GUILDFORD, GU1 2XN",37,,FAIRWAY,,GUILDFORD,GU1 2XN,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2021-09-10,guildford-district,A
"FAIROAKS, HARDWICK CLOSE, OXSHOTT, LEATHERHEAD, KT22 0HZ",FAIROAKS,,HARDWICK CLOSE,OXSHOTT,LEATHERHEAD,KT22 0HZ,Elmbridge,Detached,knott-park,Knott Park,A,traditional_private_estate,pe:knott-park:hardwick-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3800000,2021-09-06,elmbridge-prime,A
"WOODBURY, BANNACLE HILL ROAD, WORMLEY, GODALMING, GU8 5UB",WOODBURY,,BANNACLE HILL ROAD,WORMLEY,GODALMING,GU8 5UB,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,7200000,2021-09-03,waverley-south-surrey,A
"HALCYON WATERS, THE DRIVE, WONERSH, GUILDFORD, GU5 0QW",HALCYON WATERS,,THE DRIVE,WONERSH,GUILDFORD,GU5 0QW,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6500000,2021-09-01,waverley-south-surrey,A
"CULLEN HOUSE, CAMP END ROAD, WEYBRIDGE, KT13 0NR",CULLEN HOUSE,,CAMP END ROAD,,WEYBRIDGE,KT13 0NR,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:camp-end-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4500000,2021-09-01,elmbridge-prime,A
"IVY MANOR, 171, PARK CLOSE, WALTON-ON-THAMES, KT12 1EW","IVY MANOR, 171",,PARK CLOSE,,WALTON-ON-THAMES,KT12 1EW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2021-09-01,elmbridge-prime,A
"18, WAYNEFLETE TOWER AVENUE, ESHER, KT10 8QG",18,,WAYNEFLETE TOWER AVENUE,,ESHER,KT10 8QG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3001600,2021-09-01,elmbridge-prime,A
"12, BIRDS HILL ROAD, OXSHOTT, LEATHERHEAD, KT22 0NJ",12,,BIRDS HILL ROAD,OXSHOTT,LEATHERHEAD,KT22 0NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5125000,2021-08-31,elmbridge-prime,B
"WILLINGHURST FARMHOUSE, WILLINGHURST ESTATE, SHAMLEY GREEN, GUILDFORD, GU5 0SU",WILLINGHURST FARMHOUSE,,WILLINGHURST ESTATE,SHAMLEY GREEN,GUILDFORD,GU5 0SU,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,9445000,2021-08-27,waverley-south-surrey,A
"BURFIELD HOUSE, 2, FARMLEIGH GROVE, HERSHAM, WALTON-ON-THAMES, KT12 5BU","BURFIELD HOUSE, 2",,FARMLEIGH GROVE,HERSHAM,WALTON-ON-THAMES,KT12 5BU,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:farmleigh-grove:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4900000,2021-08-26,elmbridge-prime,A
"HAMPDEN, CAVENDISH ROAD, WEYBRIDGE, KT13 0JP",HAMPDEN,,CAVENDISH ROAD,,WEYBRIDGE,KT13 0JP,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:cavendish-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3250000,2021-08-25,elmbridge-prime,A
"12, ORCHARD WAY, ESHER, KT10 9DY",12,,ORCHARD WAY,,ESHER,KT10 9DY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3352000,2021-08-23,elmbridge-prime,A
"NEWBURGH HOUSE, BEECHWOOD AVENUE, WEYBRIDGE, KT13 9TD",NEWBURGH HOUSE,,BEECHWOOD AVENUE,,WEYBRIDGE,KT13 9TD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3690000,2021-08-20,elmbridge-prime,A
"122, SILVERDALE AVENUE, WALTON-ON-THAMES, KT12 1EQ",122,,SILVERDALE AVENUE,,WALTON-ON-THAMES,KT12 1EQ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3130000,2021-08-20,elmbridge-prime,A
"HIGH VIEW, PITT LANE, FRENSHAM, FARNHAM, GU10 3EF",HIGH VIEW,,PITT LANE,FRENSHAM,FARNHAM,GU10 3EF,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4725000,2021-08-18,waverley-south-surrey,A
"CYPRESS HOUSE, ICEHOUSE WOOD, OXTED, RH8 9DW",CYPRESS HOUSE,,ICEHOUSE WOOD,,OXTED,RH8 9DW,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3350000,2021-08-17,tandridge-oxted,A
"BURGHLEY HOUSE, CAMP END ROAD, WEYBRIDGE, KT13 0NR",BURGHLEY HOUSE,,CAMP END ROAD,,WEYBRIDGE,KT13 0NR,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:camp-end-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,7750000,2021-08-16,elmbridge-prime,A
"2, HAREBELL HILL, COBHAM, KT11 2RS",2,,HAREBELL HILL,,COBHAM,KT11 2RS,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:harebell-hill:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4550000,2021-08-16,elmbridge-prime,A
"31A, LEIGH HILL ROAD, COBHAM, KT11 2HU",31A,,LEIGH HILL ROAD,,COBHAM,KT11 2HU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3600000,2021-08-13,elmbridge-prime,A
"WINKWORTH HANGER, HASCOMBE ROAD, GODALMING, GU8 4AE",WINKWORTH HANGER,,HASCOMBE ROAD,,GODALMING,GU8 4AE,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6000000,2021-08-12,waverley-south-surrey,A
"14, ALDERSEY ROAD, GUILDFORD, GU1 2ES",14,,ALDERSEY ROAD,,GUILDFORD,GU1 2ES,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4250000,2021-08-12,guildford-district,A
"36, GUILDOWN ROAD, GUILDFORD, GU2 4EY",36,,GUILDOWN ROAD,,GUILDFORD,GU2 4EY,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3700000,2021-08-12,guildford-district,A
"45, LEIGH HILL ROAD, COBHAM, KT11 2HU",45,,LEIGH HILL ROAD,,COBHAM,KT11 2HU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3050000,2021-08-11,elmbridge-prime,A
"MEADOW WAY, NORTHDOWN ROAD, WOLDINGHAM, CATERHAM, CR3 7BB",MEADOW WAY,,NORTHDOWN ROAD,WOLDINGHAM,CATERHAM,CR3 7BB,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2021-08-10,tandridge-oxted,A
"43, LONDON ROAD, GUILDFORD, GU1 1SW",43,,LONDON ROAD,,GUILDFORD,GU1 1SW,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2021-08-06,guildford-district,A
"BLACK HILL, 18, BLACKHILLS, ESHER, KT10 9JW","BLACK HILL, 18",,BLACKHILLS,,ESHER,KT10 9JW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6750000,2021-08-03,elmbridge-prime,A
"GRANTLEY HOUSE, 20, BROOMFIELD RIDE, OXSHOTT, LEATHERHEAD, KT22 0LW","GRANTLEY HOUSE, 20",,BROOMFIELD RIDE,OXSHOTT,LEATHERHEAD,KT22 0LW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5250000,2021-08-03,elmbridge-prime,A
"BURLINGTON HOUSE, 16, ALBURY ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5DT","BURLINGTON HOUSE, 16",,ALBURY ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5DT,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:albury-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,6000000,2021-07-30,elmbridge-prime,A
"SOUTHGATE HOUSE, PACHESHAM PARK, LEATHERHEAD, KT22 0DJ",SOUTHGATE HOUSE,,PACHESHAM PARK,,LEATHERHEAD,KT22 0DJ,Mole Valley,Detached,pachesham-park,Pachesham Park,A,traditional_private_estate,pe:pachesham-park:pachesham-park:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3450000,2021-07-30,mole-valley,A
"THE CROFT, OLD AVENUE, WEYBRIDGE, KT13 0PY",THE CROFT,,OLD AVENUE,,WEYBRIDGE,KT13 0PY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6250000,2021-07-28,elmbridge-prime,A
"MANOR HOUSE, SUTTON PARK, SUTTON GREEN, GUILDFORD, GU4 7QL",MANOR HOUSE,,SUTTON PARK,SUTTON GREEN,GUILDFORD,GU4 7QL,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,5350000,2021-07-28,woking-district,A
"BOURNE VIEW, 2, KEEPERS WALK, VIRGINIA WATER, GU25 4RU","BOURNE VIEW, 2",,KEEPERS WALK,,VIRGINIA WATER,GU25 4RU,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3800000,2021-07-26,runnymede-wentworth,A
"OLD PARKS, WOODLANDS LANE, STOKE D'ABERNON, COBHAM, KT11 3QD",OLD PARKS,,WOODLANDS LANE,STOKE D'ABERNON,COBHAM,KT11 3QD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3950000,2021-07-23,elmbridge-prime,A
"WINSFORD HOUSE, 6, OXSHOTT RISE, COBHAM, KT11 2RN","WINSFORD HOUSE, 6",,OXSHOTT RISE,,COBHAM,KT11 2RN,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:oxshott-rise:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3600000,2021-07-23,elmbridge-prime,A
